eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor,AU-ID,Full Name,First Name,Last Name,Tenure,Position,Department,ORCID,EID,Journal,ISSN,Rank,Category,Secondary Category,academic_year
2-s2.0-85025101680,10.1007/s11747-017-0553-6,,,Understanding the long-term implications of retailer returns in business-to-business relationships,ar,Article,Beitelspacher L.S.,60025371;60025239;60011132,The University of Alabama;Babson College;Ohio University,Tuscaloosa;Babson Park;Athens,United States;United States;United States,4,"Beitelspacher, Lauren Skinner;Baker, Thomas L.;Rapp, Adam;Grewal, Dhruv",36080331100;7402604702;14525426900;7004324968,60025239;60025371;60011132;60025239,2018-03-01,1 March 2018,Journal of the Academy of Marketing Science,00920703,24385,,Journal,46,2,,252-272,"Providing end consumers with the ability to return products is an important part of a retailer’s service offering. While research in reverse logistics has explored the movement of returned merchandise upstream, little research examines the relational implications of returned merchandise in the business-to-business (B2B) context. This research explores the relational implications, as well as the impact on the supplier salesperson’s behaviors, of retailer returns. Using a comprehensive dataset which includes longitudinal archival returns data, as well as two waves of retailer surveys reporting on salesperson behaviors, our research investigates how retail returns impact salesperson responses in the following time period, retailer perceptions of the relationship in the following time period, and returns in the following time period. Consistent with a reciprocal exchange perspective, results suggest that when salespeople respond to returns by engaging in relationship building behaviors, these behaviors are noted by the retailer, which in turn results in fewer returns in a future time period.",B2B relationships | Learning and performance orientations | Relationship marketing | Retail | Returns | Sales | Social exchange,17,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Journal of the Academy of Marketing Science,0092-0703,Elite,,,2017-2018
2-s2.0-85002580014,10.1111/deci.12256,,,Can Service Climate Detract from Employee Performance? The Role of Experience in Optimizing Satisfaction and Performance Outcomes,ar,Article,Gabler C.,60122758;60011132;60001526,Raymond J. Harbert College of Business;Ohio University;Mississippi State University,Auburn;Athens;Mississippi State,United States;United States;United States,4,"Gabler, Colin B.;Rapp, Adam;Richey, Robert Glenn;Adams, Frank G.",55925820900;14525426900;6601968280;35219560500,60011132;60011132;60122758;60001526,2018-02-01,Februaryy 2018,Decision Sciences,00117315,21926,15405915,Journal,49,1,,7-24,"In this research, we test the curvilinear relationships between service climate perceptions and two employee performance outcomes. Specifically, we propose that while service climate can be beneficial, high levels can actually be detrimental to customer satisfaction and sales performance. Additionally, we propose that a global assessment of employee experience that captures knowledge, skills, and abilities, or KSAs, moderates these curvilinear relationships by providing a means to balance outcome goals. We test our theory using data obtained from 312 employees in a service setting, which we pair with their managers’ assessments of their sales performance as well as satisfaction ratings from their customers. Our results reveal two things: (1) an inverted U-shaped relationship between service climate and sales performance and (2) the level of experience moderates the relationship. These findings suggest that more experienced employees are better able to adjust behaviors to achieve high levels of performance than less experienced employees. Based on these results, we offer theoretical implications and applications for managerial practice.",Curvilinear | Customer satisfaction | Employee experience | Professional selling | Service climate,8,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Decision Sciences,0011-7315,Top,,,2017-2018
2-s2.0-85028372243,10.1177/1094670517712019,,,Is There a Dark Side of Ambidexterity? Implications of Dueling Sales and Service Orientations,ar,Article,Gabler C.B.,60119544;60011132,Culverhouse College of Business;Ohio University,Tuscaloosa;Athens,United States;United States,4,"Gabler, Colin B.;Ogilvie, Jessica L.;Rapp, Adam;Bachrach, Daniel G.",55925820900;56500085000;14525426900;6701519822,60011132;60011132;60011132;60119544,2017-11-01,1 November 2017,Journal of Service Research,10946705,144974,15527379,Journal,20,4,,379-392,"This study examines how employee customer and selling orientations, and their interaction, impact frontline employees’ (FLEs) pursuit of service and sales-related performance outcomes. Applying a job demands-resources lens, we advance a model that explores service-sales ambidexterity at the individual level. Polynomial regression and response surface analysis are used to assess how varying levels of customer and selling orientation relate to FLE outcomes. Our findings indicate that commitment to service quality and sales performance are highest when employees are singularly focused on one or the other. However, when required to be ambidextrous—that is, when employees must maintain a dual focus—these outcomes begin to suffer as employees are unclear of their role in the organization. While ambidextrous employees experience role conflict, they are also more likely to use creativity in their selling activities. These positive and negative consequences of ambidexterity underscore both the potential risks and rewards of a dual orientation on the front line.",creativity | customer orientation | job demands-resources | role conflict | selling orientation | service-sales ambidexterity,61,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Journal of Service Research,1094-6705,Top,,,2017-2018
2-s2.0-85023158504,10.1509/jm.15.0342,,,Salesperson solution involvement and sales performance: The contingent role of supplier firm and customer-supplier relationship characteristics,ar,Article,Panagopoulos N.,60119544;60011132,Culverhouse College of Business;Ohio University,Tuscaloosa;Athens,United States;United States,3,"Panagopoulos, Nikolaos G.;Rapp, Adam A.;Ogilvie, Jessica L.",8215699600;14525426900;56500085000,60119544;60011132;60119544,2017-07-01,July 2017,Journal of Marketing,00222429,22951,15477185,Journal,81,4,,144-164,"Salespeople play a crucial role in their firms' efforts to provide customer solutions. However, little research has examined how salesperson involvement in customer solutions can be conceptualized, whether it pays off, and what boundary conditions might heighten its performance effects. This study addresses these gaps and offers a conceptualization of salesperson solution involvement by focusing on the set of salesperson-related activities that enact the four relational processes inherent in customer solutions. The authors collect a unique data set that includes a wide range of firms, industries, and countries, as well as the perspectives of both salespeople and customers, across five studies. Results validate the stability of the conceptualization across contexts. They also reveal that salesperson solution involvement is systematically related to increases in both subjective and objective, time-lagged measures of sales performance. Finally, results show that the performance effects of salesperson solution involvement are amplified under higher levels of firm's product portfolio scope, sales unit cross-functional cooperation, and customer-supplier relationship tie strength. Surprisingly, customer adaptiveness is not found to moderate the performance effects of salesperson solution involvement.",Activities | Customer relationships | Customer solutions | Performance | Salesperson,64,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Journal of Marketing,0022-2429,Elite,,,2016-2017
2-s2.0-85017420049,10.1002/csr.1409,,,Developing an Environmentally Sustainable Business Plan: An International B2B Case Study,ar,Article,Gabler C.B.,60162118;60119544;60011132,ALBA Graduate Business School;Culverhouse College of Business;Ohio University,Athens;Tuscaloosa;Athens,Greece;United States;United States,4,"Gabler, Colin B.;Panagopoulos, Nikolaos;Vlachos, Pavlos A.;Rapp, Adam",55925820900;8215699600;22433930700;14525426900,60011132;60119544;60162118;60011132,2017-07-01,July/August 2017,Corporate Social Responsibility and Environmental Management,15353958,21873,15353966,Journal,24,4,,261-272,"Business may be in the best position to address the world's environmental problems. However, firms are still struggling with the how and when of their sustainability strategies. The goal of this case study is to uncover bridges and barriers to incorporating environmental issues into business strategy. We collect semi-structured depth interviews with upper level executives at a global, B2B manufacturing firm. Analysis reveals six elements of an environmentally sustainable business plan: (1) unify the organizational vision, (2) create visible leadership, (3) address multiple stakeholders, (4) focus on innovation, (5) communicate the message, and (6) implement the strategy. We nest these components under the normative, strategic, and operational management framework of corporate sustainability, and then present future research directions. Copyright © 2017 John Wiley & Sons, Ltd and ERP Environment.",business strategy | environmental sustainability | multiple stakeholder orientation | supply chain management,24,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,,,,,,2016-2017
2-s2.0-85019038489,10.1080/08853134.2017.1287577,,,Translating sales effort into service performance: it's an emotional ride,ar,Article,Ogilvie J.,60025371;60011132;60003467,The University of Alabama;Ohio University;The University of Texas at Arlington,Tuscaloosa;Athens;Arlington,United States;United States;United States,4,"Ogilvie, Jessica;Rapp, Adam;Agnihotri, Raj;Bachrach, Daniel G.",56500085000;14525426900;56845068700;6701519822,60011132;60011132;60003467;60025371,2017-04-03,3 April 2017,Journal of Personal Selling and Sales Management,08853134,22965,15577813,Journal,37,2,,100-112,"It has been broadly assumed by both researchers and managers that the more effort salespeople exert, the better their performance outcomes are likely to be. However, organizations are placing an increasing emphasis not just on objective sales outcomes, but on subjective, customer service outcomes as well. This research tests relationships between employee effort and relational performance. We develop and test the position that employee effort reaches a point of diminishing returns, after which relational performance decreases. Further, in an effort to bound our model, we test the moderating role played by employees' emotional intelligence in this relationship. We test our study model in a lagged, multisource field study, matching survey data collected from 107 employees and 19 supervisors, relational performance metrics, and archived effort data collected for a period of 3 months pre–survey data collection. The results from our analysis indicate that the relationship between effort and relational performance is captured by an inverted U-shaped function that is significantly moderated by emotional intelligence. We find that the effort of employees with low EI reaches an identifiable point of diminishing returns; however, the more effort those with high EI exert, the better their relational performance outcomes tend to be.",emotional intelligence | employee effort | relational performance | sales | service,11,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Journal of Personal Selling & Sales Management,0885-3134,High Quality,,,2016-2017
2-s2.0-84995910831,10.1016/j.indmarman.2016.08.001,S001985011630164X,,"Intangible sales team resources: Investing in team social capital and transactive memory for market-driven behaviors, norms and performance",ar,Article,Bachrach D.G.,60026610;60025371;60011132,Clemson University;The University of Alabama;Ohio University,Clemson;Tuscaloosa;Athens,United States;United States;United States,3,"Bachrach, Daniel G.;Mullins, Ryan R.;Rapp, Adam A.",6701519822;54995768500;14525426900,60025371;60026610;60011132,2017-04-01,1 April 2017,Industrial Marketing Management,00198501,22792,,Journal,62,,,88-99,"Complex offerings and evolving customer needs increase the demand for market-driven salespeople. Yet many of today's managers struggle to effectively deploy this selling approach. In light of this reality, we develop and test a multi-level market capabilities framework to examine team-level drivers and boundary conditions of market-driven salesperson behaviors, norms, and performance. Data collected in a lagged, multi-source, cross-level field study of 246 salespeople nested within 54 sales teams provide evidence that investments in team social capital (ITSC) support the self-correcting, customer-centric, learning behaviors needed for performance. Results show that managers' ITSC are positively associated with team goal monitoring, commitment to service quality, and learning effort. Further, goal monitoring and learning effort increase commitment to service quality, which helps drive sales performance. We also find that transactive memory systems (TMS) can be an efficient team knowledge resource that strengthens the learning effort-to-performance and service quality-to-performance relationships.",Investments in team social capital | Lagged field study | Learning effort | Market-driven capabilities | Multi-level SEM | Sales performance | Service quality | Team goal monitoring | Transactive memory systems,42,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Industrial Marketing Management,0019-8501,Top,,,2016-2017
2-s2.0-85009809612,10.1177/1094670516679274,,,The Role of the Sales-Service Interface and Ambidexterity in the Evolving Organization: A Multilevel Research Agenda,ar,Article,Rapp A.A.,60122604;60029251;60025371;60011132;60006514,Broad College of Business;University of Miami;The University of Alabama;Ohio University;Oklahoma State University,East Lansing;Coral Gables;Tuscaloosa;Athens;Stillwater,United States;United States;United States;United States;United States,6,"Rapp, Adam A.;Bachrach, Daniel G.;Flaherty, Karen E.;Hughes, Douglas E.;Sharma, Arun;Voorhees, Clay M.",14525426900;6701519822;7007127947;36166798800;55482786000;9276053800,60011132;60025371;60006514;60122604;60029251;60122604,2017-02-01,1 February 2017,Journal of Service Research,10946705,144974,15527379,Journal,20,1,,59-75,"Despite a long history of independent sales and service functions within organizations, customers are pressuring organizations to rethink their sales and service operations. Specifically, customers expect organizations to offer a “single face” of the firm rather than being forced to interact with multiple agents across both sales and service throughout their relationships. As firms attempt to meet these customer demands, they have countless options to integrate sales and service operations, but little is known about which strategies are most effective. This article attempts to shed new light into the challenges and potential benefits of sales-service integration, in an effort to spur research in this area and better inform this managerial challenge. Specifically, we formalize the concept of the sales-service interface, discuss how it relates to sales-service ambidexterity, and identify several opportunities for future research. Given the complexity of the sales-service interface, we contend that future researchers must view these issues through a multilevel lens and, as a result, we focus on identifying opportunities ideally suited for testing in a multilevel environment. The goal of this article is to provide a platform for researchers to tackle this challenging problem and generate new insights into how best to meet customer’s evolving demands.",ambidexterity | dynamic capabilities | multilevel | sales-service interface,80,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Journal of Service Research,1094-6705,Top,,,2016-2017
2-s2.0-85016312004,10.1080/08853134.2017.1292099,,,Introduction to the special issue on the intersection of professional selling and service,ed,Editorial,Rapp A.,60025371;60011132,The University of Alabama;Ohio University,Tuscaloosa;Athens,United States;United States,2,"Rapp, Adam;Baker, Thomas L.",14525426900;7402604702,60011132;60025371,2017-01-02,2 January 2017,Journal of Personal Selling and Sales Management,08853134,22965,15577813,Journal,37,1,,4-10,"As organizational operations continue to evolve in response to increasing customer demands, frontline research has begun to consider how traditionally separate organizational functions may be complementary to firm performance. Specifically, as sales and service activities become increasingly intertwined within the frontline role, this special issue explores how the sales and service functions interact within an organization. The articles contained in this special issue consider the interaction of sales and service with respect to customer, employee, and firm outcomes. After introducing evolving thought in the area, we provide an overview of five articles that make up this special issue. We conclude by offering additional areas of research.",frontline | sales | sales-service interface | service | service-sales ambidexterity,6,1,publisherfree2read,Bronze,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Journal of Personal Selling & Sales Management,0885-3134,High Quality,,,2016-2017
2-s2.0-85012887416,10.1080/08853134.2016.1276398,,,Do sales and service compete? The impact of multiple psychological climates on frontline employee performance,ar,Article,Ogilvie J.,60026610;60025371;60011132;60008827,Clemson University;The University of Alabama;Ohio University;University of Wyoming,Clemson;Tuscaloosa;Athens;Laramie,United States;United States;United States;United States,5,"Ogilvie, Jessica;Rapp, Adam;Bachrach, Daniel G.;Mullins, Ryan;Harvey, Jaron",56500085000;14525426900;6701519822;54995768500;55510946700,60011132;60011132;60025371;60026610;60008827,2017-01-02,2 January 2017,Journal of Personal Selling and Sales Management,08853134,22965,15577813,Journal,37,1,,11-26,"This research examines how employees’ climate perceptions–or psychological climate–influence their performance of climate-related outcomes. We focus on two specific climates arguably most relevant to boundary-spanning organizations: service and sales climates. Building from the resource-allocation framework, the authors examine the way employees reconcile these multiple psychological climates. Polynomial regression and response surface modeling are used to test for the influence of these distinct climates on employee outcomes using a sample of 252 marketing employees and their 68 immediate supervisors. Specifically, the authors examine relationships between service and sales climates and the employee performance outcomes of customer satisfaction, helping behavior, effort, and sales performance. Results provide insight into the benefits and pitfalls of sales and service climates co-existing. Specifically we find that while sales effort is highest in climates that heavily favor sales, sales performance may exist in both sales-favored and service-favored climates (yet not in the presence of both). From a customer satisfaction perspective we find no significant impact of increasing sales climate in the presence of high service perceptions. These findings–both significant and non-significant–provide implications for future research in the realm of service-sales ambidexterity and interface as well as insight and direction for frontline managers.",employee performance | organizational citizenship behavior | psychological climate | sales climate | service climate,37,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Journal of Personal Selling & Sales Management,0885-3134,High Quality,,,2016-2017
2-s2.0-85125182779,10.1007/978-3-319-47331-4_126,,,"Sales Team Resources for Market-Driven Behaviors, Norms, and Performance: An Extended Abstract",ch,Book Chapter,Bachrach D.G.,60026610;60025371;60011132,Clemson University;The University of Alabama;Ohio University,Clemson;Tuscaloosa;Athens,United States;United States;United States,3,"Bachrach, Daniel G.;Mullins, Ryan R.;Rapp, Adam A.",6701519822;54995768500;14525426900,60025371;60026610;60011132,2017-01-01,2017,Developments in Marketing Science: Proceedings of the Academy of Marketing Science,23636165,21101077266,23636173,Book Series,,,,659-663,"A recent survey of 1200 sales executives indicated that in order to improve sales performance, leaders must champion salesperson activities that (1) improve customer experiences and (2) support continuous improvement (Accenture CSO Insights 2013). This contemporary focus represents a shift away from a formal mapping of sales approaches and toward an emphasis on sales teams which promote a learning- and customer-centric environment (Bell and Kozlowski 2002) to attune themselves with the market. In line with this, research has shown that learning effort (Sujan et al. 1994) and commitment to customer service quality (Peccei and Rosenthal 1997) are key to developing this more market-driven capability for salesperson performance.",Learning Effort | Sales Performance | Salesperson Performance | Service Quality | Transactive Memory,0,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,,,,,,2016-2017
2-s2.0-84949882961,10.1016/j.jbusres.2015.11.014,S0148296315006219,,I think they think we are good citizens: Meta-perceptions as antecedents of employees' reactions to corporate social responsibility,ar,Article,Panagopoulos N.G.,60162118;60119544;60011132,ALBA Graduate Business School;Culverhouse College of Business;Ohio University,Athens;Tuscaloosa;Athens,Greece;United States;United States,3,"Panagopoulos, Nikolaos G.;Rapp, Adam A.;Vlachos, Pavlos A.",8215699600;14525426900;22433930700,60119544;60011132;60162118,2016-08-01,1 August 2016,Journal of Business Research,01482963,20550,,Journal,69,8,,2781-2790,"Successfully managing employees' corporate social performance (CSP) perceptions requires insights into their antecedents. However, not much is currently known on the subject. We contribute to the micro-level corporate social responsibility (CSR) literature in two ways: (a) we investigate the antecedents of employees' CSP perceptions; (b) we integrate both customers' perceptions of CSP-as these are construed by employees-and employees' own CSP perceptions into a comprehensive framework. Specifically, we examine (a) the antecedent role of employee-customer CSR causal meta-attributions (i.e., what employees think customers think about the company's motives underlying CSR programs); and (b) the antecedent and moderating role of employee-customer CSP meta-perceptions (i.e., what employees think customers think about the company's overall social performance) on employees' CSP perceptions and, in turn, on employees' affective organizational commitment. Our study highlights that employees' CSR assessments are more complex than previously thought with employees guessing the perceptions (and attributions) others make about their firm.",Affective organizational commitment | Causal meta-attributions | Corporate social performance | Corporate social responsibility | Employees | Meta-perceptions,32,0,,,AUEB,PEVE 2 2009-2010,Athens University of Economics and Business,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Journal of Business Research,0148-2963,Top,,,2015-2016
2-s2.0-84949844987,10.1080/10696679.2016.1089762,,,The importance of product/service quality for frontline marketing employee outcomes: The moderating effect of Leader-Member Exchange (LMX),ar,Article,Lindsey Hall K.K.,60122642;60119544;60011132,Cameron School of Business;Culverhouse College of Business;Ohio University,Wilmington;Tuscaloosa;Athens,United States;United States;United States,5,"Lindsey Hall, Kristina K.;Baker, Thomas L.;Andrews, Martha C.;Hunt, Tammy G.;Rapp, Adam A.",57003596600;7402604702;7202479079;7202158842;14525426900,60119544;60119544;60122642;60122642;60011132,2016-01-02,2 January 2016,Journal of Marketing Theory and Practice,10696679,5000153402,19447175,Journal,24,1,,23-41,"Drawing from a social identity perspective of the organizational identification theory, we propose a model in which product and service quality serve as antecedents to frontline employee identification with the organization, which, in turn, is proposed to be positively related to job satisfaction, commitment, and customer orientation. The model also proposes leader-member exchange (LMX), which refers to the different types of relationships that leaders (i.e., supervisors) develop with each of their subordinates (i.e., employees), as a boundary condition for the associated outcomes. The model was tested using data collected from 265 employees of a business-to-business service industry firm. The overall model was supported. All hypotheses were supported, except for the moderating effects of LMX on the relationship between organizational identification and job satisfaction.",,19,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,,,,,,2015-2016
2-s2.0-85125288156,10.1007/978-3-319-11815-4_64,,,Salesperson-Manager Role-Relationship and Its Impact on Salesperson Performance: A Relational Identity Approach,ch,Book Chapter,Agnihotri R.,60025371;60011132,The University of Alabama;Ohio University,Tuscaloosa;Athens,United States;United States,4,"Agnihotri, Raj;Rapp, Adam;Ogilvie, Jessica;Andzulis, James Mick",56845068700;14525426900;56500085000;55324932500,60011132;60025371;60025371;60025371,2016-01-01,2016,Developments in Marketing Science: Proceedings of the Academy of Marketing Science,23636165,21101077266,23636173,Book Series,,,,203,"This research focuses on the salesperson-manager relational identification and the proposed framework permits a more clear understanding of what the relationship with the manager means to individual salespeople. A hypothesized model is developed on the foundation provided by recent research on relational identity (Sluss and Ashforth 2007), along with relational identification, predicated on the role-relationship between two individuals in a workplace. Hypotheses are tested using a sample of 107 salespeople and their respective sales managers within a business-to-business context. A hierarchical regression method was used to analyze the data. Findings demonstrate that strong relational identification with managers can enhance the potential of salespeople and stimulate their motivation to work hard. The negative interactive effect of psychological identification on the relationship between salesperson-manager relational identification and salesperson effort also offers a new learning opportunity for managers.",Manager Role | Relational Identity | Role-Relationship | Salesperson Performance | Salesperson Role,0,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,,,,,,2015-2016
2-s2.0-85125246176,10.1007/978-3-319-24184-5_40,,,Managing Control Expectations in Business-To-Business Relationships,ch,Book Chapter,Mullins R.,60026610;60023908;113205084;107958625,Clemson University;Portland State University;University of Alabama;Babson University,Clemson;Portland;Florence;Babson Park,United States;United States;United States;United States,4,"Mullins, Ryan;Rapp, Adam;Beitelspacher, Lauren Skinner;Grewal, Dhruv",54995768500;14525426900;36080331100;7004324968,60026610;113205084;60023908;107958625,2016-01-01,2016,Developments in Marketing Science: Proceedings of the Academy of Marketing Science,23636165,21101077266,23636173,Book Series,,,,161-163,"Control is a frequently discussed human characteristic that is often expressed as an individual’s need to showcase his/her competence, superiority, and mastery over an individual, a group of people, or the environment (White 1959). Control has been examined extensively in the psychology literature, yet marketing research has yet to examine the role that control plays in business-to-business relational exchanges. Although power and dependence have been carefully examined, the impact of control on relational and transactional exchanges has yet to be explored. Previous research has examined antecedents and outcomes of desire for control. This research examines desire for control in the business-to-business context, specifically the relationship between the supplier and the retailer, where traditionally the buyer (retailer) is more likely to have a higher desire for control in the relationship. This study examines the dimensions of the buyer-supplier relationship that might reduce the retailer’s desire for control.",Affective Commitment | Focal Company | Goal Congruency | High Desire | Personal Control,0,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,,,,,,2015-2016
2-s2.0-84960305077,10.4324/9781315753737,,,CRM and social media,ch,Book Chapter,Rapp A.,60011132;122973566,Ohio University;University of Alabama,Athens;Lebanon,United States;United States,2,"Rapp, Adam;Ogilvie, Jessica",14525426900;56500085000,60011132;122973566,2015-09-04,"September 04, 2015","The Dark Side of CRM: Customers, Relationships and Management",,21100973284,,Book,,,,58-73,,,2,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,,,,,,2015-2016
2-s2.0-84937073289,10.1037/a0038273,,25495095.0,"You don't always get what you want, and you don't always want what you get: An examination of control-desire for control congruence in transactional relationships",ar,Article,Mullins R.R.,60026610;60023908;122973538;107958625,Clemson University;Portland State University;University of Alabama;Babson University,Clemson;Portland;Dauphin Island;Babson Park,United States;United States;United States;United States,5,"Mullins, Ryan R.;Bachrach, Daniel G.;Rapp, Adam A.;Grewal, Dhruv;Beitelspacher, Lauren Skinner",54995768500;6701519822;14525426900;7004324968;36080331100,60026610;122973538;122973538;107958625;60023908,2015-07-01,1 July 2015,Journal of Applied Psychology,00219010,15388,19391854,Journal,100,4,,1073-1088,"In this research we develop a framework to examine the drivers of customers' desire for control over the sales relationship, and consequences of fit between perceived and desired control. Data collected in a lagged field study of 144 retailer manager (customer)-salesperson dyads were modeled using hierarchical linear modeling and response surface modeling techniques. Results from our analysis reveal that salesperson expertise drives retailers' desire for control in these relationships. In addition, while incongruence in perceived-desired control was negatively associated with both satisfaction and objective sales, retailer satisfaction was higher when both desired and perceived control were high. Further, as desired and perceived control over the sales relationship both increase, product sales initially decrease, and then increase, exhibiting a ""U-shaped"" effect. Implications for both theory and practice are discussed. These include adaptive sales training to identify misalignment between desired and perceived control, optimization of cocreation strategies, incorporation of interorganizational relational constructs, exploration of triadic social network configurations, examination of unmet expectations, and the implications of assimilation-contrast theory.",Desired control | Perceived control | Response surface modeling | Sales outcomes | Social capital theory,22,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Journal of Applied Psychology,0021-9010,Elite,,,2014-2015
2-s2.0-84929273673,10.1016/j.jretai.2014.12.007,S0022435914000955,,Perceived customer showrooming behavior and the effect on retail salesperson self-efficacy and performance,ar,Article,Rapp A.,60025371;60023908,The University of Alabama;Portland State University,Tuscaloosa;Portland,United States;United States,5,"Rapp, Adam;Baker, Thomas L.;Bachrach, Daniel G.;Ogilvie, Jessica;Beitelspacher, Lauren Skinner",14525426900;7402604702;6701519822;56500085000;36080331100,60025371;60025371;60025371;60025371;60023908,2015-06-01,1 June 2015,Journal of Retailing,00224359,22990,,Journal,91,2,,358-369,"The increasing product commoditization and price transparency afforded by online retail channels have left many brick and mortar stores bearing the costs associated with being used as a physical showroom without reaping the rewards of the final sale. As customers continue to take advantage of retail stores to gather information and turn to competing channels for purchasing, the role of the retail salesperson has shifted and retailers have been left without a clear understanding of how to manage this change in the retailing landscape. In this research, we first define ""showrooming"" - and investigate individual (i.e., salesperson)-level experiential consequences of perceived showrooming. We find negative relationships between perceived showrooming and salesperson self-efficacy and salesperson performance, which are positively moderated by salesperson coping strategies and cross-selling strategies. Our findings suggest that the negative effects of showrooming can be combated though specific salesperson behaviors and strategies. Further, exploratory findings at the store level reaffirm a negative relationship between perceived showrooming behaviors and performance. Finally, we discuss the theoretical and practical implications of our findings and offer specific managerial actions to address showrooming.",Coping behaviors | Multi-channel shopping | Salesperson performance | Self-Efficacy | Self-regulation theory | Showrooming,254,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Journal of Retailing,0022-4359,Top,,,2014-2015
2-s2.0-84939872158,10.1007/s11747-014-0384-7,,,Competitive intelligence collection and use by sales and service representatives: how managers’ recognition and autonomy moderate individual performance,ar,Article,Rapp A.,60122589;60119544;60011132,E. J. Ourso College of Business;Culverhouse College of Business;Ohio University,Baton Rouge;Tuscaloosa;Athens,United States;United States;United States,4,"Rapp, Adam;Agnihotri, Raj;Baker, Thomas L.;Andzulis, James Mick",14525426900;56845068700;7402604702;55324932500,60119544;60011132;60119544;60122589,2015-05-01,May 2015,Journal of the Academy of Marketing Science,00920703,24385,15527824,Journal,43,3,,357-374,"The importance of knowledge to the organization cannot be denied. However, to date little research has investigated the critical role individuals in sales and service representative positions play in the gathering and use of information in the organization and how this information can help them enhance their performance. Using social identity theory as a conceptual background, this paper reports two studies which investigate how organizational identification and role conflict impact the collection and use of individual competitive intelligence (ICI) and how this impacts individual performance. In addition, we look at the impact of managerial recognition and autonomy on these relationships. Tests across two firms using hierarchical linear modeling provide support for the hypothesized relationships. We conclude that firms can create an environment which facilitates the collection and use of ICI and that this, in turn, positively impacts individual performance.",Boundary spanning employees | Competitive intelligence | Hierarchical linear modeling | Social identity theory | Survey research,62,0,,,,undefined,,14525426900,Adam Rapp,Adam,Rapp,Tenure,Professor,Marketing Faculty,,14525426900,Journal of the Academy of Marketing Science,0092-0703,Elite,,,2014-2015
